src_group	dst_group	observed	expected_mean	expected_std	z	emp_p	n_changed_edges
neuron	muscle	482	483.565	17.93611709602756	-0.08725411367584178	0.9104477611940298	3282
neuron	neuron	2473	2475.535	23.15924281228104	-0.10945953719417707	0.900497512437811	3282
neuron	sensory	117	115.225	10.562775969455403	0.16804294677202372	0.8507462686567164	3282
sensory	muscle	15	16.275	4.074602672000469	-0.3129139458827341	0.7910447761194029	3282
sensory	neuron	173	167.675	11.377460526857522	0.4680306284016407	0.6716417910447762	3282
sensory	sensory	22	23.725	4.8307406550530025	-0.35708809956411847	0.7313432835820896	3282
